OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
280.00,THE NEW YORK FERTILITY CENTER,,FLUSHING,NEW YORK,1.00,0.86,0.00,0.00,0.04,0.12,0.13,0.13,0.14,0.06,0.08,0.05,0.28,0.00,0.01,261.00,0.00,"Tony Tsai, MD",84.00,23.00,41.00,32.00,18.00,20.00,2.40,0.00,12.20,6.30,0.06,40.00,2.90,2.90,2.60,2.90,2.70,2.50,10.80,7.60,11.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,8.70,2.40,0.00,0.00,0.00,25.00,13.00,17.10,6.30,0.11,0.00,76.00,23.00,34.00,28.00,14.00,6.00,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.60,8.70,2.90,0.00,0.00,0.00,27.60,13.00,20.60,7.10,0.14,0.00,21.00,3.00,7.00,2.00,2.00,0.00,14.30,0.00,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,23.80,0.67,0.14,0.00,0.00,=,21.00,5.00,11.00,0.00,1.00,1.00,20.00,5.00,6.00,0.00,1.00,1.00,1.20,2.50,1.50,=,=,=,3.00,4.20,2.70,=,6.00,3.00,8.30,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.00,5.00,0.00,0.00,=,0.00,0.00,15.00,0.20,0.00,=,0.00,0.00,0.00,4.00,0.00,3.00,=,1.70,=,0.00,=,0.00,=,0.00,=,0.33,The New York Fertility Center,Yes,Yes,Yes,No,Yes,No,Yes,0.00,NY
281.00,MONTEFIORE'S INSTITUTE FOR REPRODUCTIVE MEDICINE AND HEALTH,,HARTSDALE,NEW YORK,1.00,0.60,0.00,0.00,0.02,0.33,0.10,0.40,0.03,0.08,0.31,0.17,0.11,0.20,0.22,201.00,5.00,"Harry J. Lieman, MD",57.00,37.00,33.00,19.00,13.00,9.00,14.00,24.30,21.20,0.37,0.15,0.22,2.00,2.00,2.20,3.00,3.30,3.30,22.60,25.50,14.30,3.30,0.00,0.00,7.90,8.30,0.00,0.00,0.00,0.00,24.60,13.50,6.10,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.80,21.60,9.10,0.05,0.00,0.00,38.60,32.40,21.20,0.05,0.00,0.11,47.00,27.00,22.00,10.00,9.00,7.00,29.80,18.50,9.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.20,29.60,13.60,0.10,0.00,0.00,46.80,44.40,31.80,0.10,0.00,0.14,22.00,12.00,7.00,1.00,0.00,1.00,63.60,0.42,0.29,1.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,77.30,0.67,0.43,1.00,=,0.00,6.00,4.00,4.00,1.00,2.00,1.00,4.00,3.00,4.00,1.00,1.00,1.00,0.70,3.00,2.00,1.00,0.50,=,1.80,2.30,2.50,3.00,5.00,2.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,6.00,4.00,6.00,4.00,2.00,2.30,0.50,0.11,0.33,0.25,0.67,0.25,0.67,0.25,Montefiore's Institute for Reproductive Medicine and Health,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
282.00,ALBANY IVF FERTILITY,,LOUDONVILLE,NEW YORK,1.00,0.34,0.00,0.00,0.00,0.16,0.17,0.60,0.06,0.00,0.26,0.00,0.08,0.15,0.14,179.00,0.00,"Steven R. Bayer, MD",72.00,34.00,21.00,3.00,1.00,0.00,6.90,8.80,19.00,0.00,0.00,=,1.70,2.10,3.00,5.00,7.00,=,49.00,29.80,19.00,0.20,0.14,=,28.00,4.20,0.00,0.00,0.00,=,38.90,26.50,14.30,0.33,1.00,=,0.00,0.00,0.00,0.00,0.00,=,50.00,32.40,23.80,0.33,1.00,=,54.20,44.10,28.60,0.33,1.00,=,58.00,27.00,14.00,1.00,1.00,0.00,48.30,33.30,0.21,1.00,1.00,=,0.00,0.00,0.00,0.00,0.00,=,62.10,40.70,0.36,1.00,1.00,=,67.20,55.60,0.43,1.00,1.00,=,39.00,15.00,6.00,1.00,1.00,0.00,71.80,0.60,0.50,1.00,1.00,=,0.00,0.00,0.00,0.00,0.00,=,92.30,0.73,0.83,1.00,1.00,=,14.00,7.00,4.00,1.00,0.00,2.00,13.00,7.00,4.00,1.00,0.00,2.00,1.10,1.80,4.00,=,=,=,1.60,2.30,1.80,3.00,=,2.50,4.80,0.13,0.00,0.00,=,0.20,0.08,0.29,0.00,0.00,=,0.50,0.00,0.00,0.00,0.00,=,0.00,0.08,0.29,0.00,0.00,=,0.50,0.08,0.43,0.25,0.00,=,0.50,16.00,4.00,13.00,4.00,1.60,2.00,57.10,0.00,0.62,0.00,0.69,0.00,0.77,0.50,Albany IVF Fertility,Yes,No,Yes,No,Yes,Yes,Yes,0.00,NY
283.00,NORTH SHORE UNIVERSITY HOSPITAL,CENTER FOR HUMAN REPRODUCTION,MANHASSET,NEW YORK,1.00,0.85,0.00,0.00,0.08,0.14,0.13,0.16,0.05,0.01,0.29,0.11,0.22,0.04,0.07,796.00,33.00,"Avner Hershlag, MD",186.00,128.00,97.00,62.00,37.00,1.00,4.80,6.30,12.40,16.10,24.30,0.00,1.90,2.10,2.70,3.50,3.40,=,35.90,28.00,14.60,10.10,2.30,=,8.90,4.90,1.40,0.00,0.00,=,24.20,22.70,15.50,16.10,2.70,0.00,0.50,0.00,0.00,0.00,0.00,0.00,39.20,31.30,20.60,17.70,2.70,0.00,44.60,37.50,27.80,24.20,5.40,0.00,159.00,110.00,77.00,46.00,26.00,0.00,28.30,26.40,19.50,21.70,3.80,=,0.60,0.00,0.00,0.00,0.00,=,45.90,36.40,26.00,23.90,3.80,=,52.20,43.60,35.10,32.60,7.70,=,83.00,48.00,27.00,15.00,2.00,0.00,54.20,60.40,55.60,0.67,0.50,=,1.20,0.00,0.00,0.00,0.00,=,88.00,83.30,74.10,0.73,0.50,=,94.00,56.00,44.00,17.00,4.00,0.00,94.00,56.00,44.00,17.00,4.00,0.00,1.70,1.40,1.20,1.50,4.00,=,1.80,2.00,2.40,2.40,2.50,=,29.50,21.20,13.50,12.20,0.10,=,31.90,21.40,22.70,0.12,0.25,=,0.00,0.00,0.00,0.00,0.00,=,37.20,28.60,25.00,0.18,0.25,=,45.70,37.50,29.50,0.29,0.25,=,19.00,18.00,18.00,18.00,1.90,2.00,60.00,22.20,0.33,0.17,0.67,0.28,0.72,0.33,"North Shore University Hospital, Center for Human Reproduction",Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,NY
284.00,LONG ISLAND IVF,,MELVILLE,NEW YORK,1.00,0.79,0.01,0.01,0.05,0.16,0.09,0.19,0.09,0.03,0.29,0.05,0.26,0.06,0.07,1094.00,31.00,"Daniel Kenigsberg, MD",240.00,124.00,145.00,81.00,67.00,9.00,5.40,5.60,9.00,8.60,10.40,0.22,1.80,2.00,2.50,3.00,2.60,2.80,38.30,30.60,20.50,10.90,4.20,0.00,18.90,6.50,3.60,1.80,0.00,0.00,30.80,22.60,22.80,11.10,4.50,0.00,0.00,0.80,0.00,0.00,0.00,0.00,41.70,29.00,25.50,13.60,4.50,0.00,46.30,41.10,33.80,23.50,6.00,0.00,207.00,104.00,122.00,65.00,54.00,6.00,35.70,26.90,27.00,13.80,5.60,0.00,0.00,1.00,0.00,0.00,0.00,0.00,48.30,34.60,30.30,16.90,5.60,0.00,53.60,49.00,40.20,29.20,7.40,0.00,111.00,51.00,49.00,19.00,4.00,0.00,66.70,54.90,67.30,0.47,0.75,=,0.00,2.00,0.00,0.00,0.00,=,90.10,70.60,75.50,0.58,0.75,=,98.00,62.00,55.00,17.00,8.00,1.00,98.00,62.00,55.00,17.00,8.00,1.00,1.60,1.50,1.60,0.90,0.50,=,2.10,2.00,2.20,2.70,2.30,1.00,22.80,20.50,18.00,6.50,0.11,0.00,30.60,25.80,21.80,0.18,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.70,27.40,23.60,0.18,0.13,0.00,40.80,35.50,34.50,0.18,0.38,0.00,74.00,82.00,74.00,82.00,1.90,2.00,46.80,22.40,33.80,24.40,54.10,31.70,64.90,39.00,Long Island IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
285.00,REPRODUCTIVE SPECIALISTS OF NEW YORK,,MINEOLA,NEW YORK,1.00,0.76,0.03,0.01,0.03,0.13,0.12,0.13,0.03,0.04,0.39,0.24,0.24,0.11,0.14,1604.00,149.00,"James Stelling, MD",281.00,176.00,221.00,151.00,121.00,46.00,2.10,4.00,5.00,8.60,10.70,6.50,1.60,1.80,2.20,2.70,3.10,2.60,27.20,28.40,16.30,6.30,5.30,1.40,32.00,15.60,3.40,1.80,0.00,4.50,24.60,22.70,19.00,9.30,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.20,32.40,22.20,10.60,5.80,0.00,36.70,36.90,28.10,17.20,10.70,2.20,270.00,162.00,201.00,128.00,90.00,28.00,25.60,24.70,20.90,10.90,6.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.50,35.20,24.40,12.50,7.80,0.00,38.10,40.10,30.80,20.30,14.40,3.60,103.00,65.00,62.00,26.00,13.00,1.00,67.00,61.50,67.70,53.80,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.50,87.70,79.00,61.50,0.54,0.00,182.00,95.00,90.00,31.00,17.00,5.00,181.00,94.00,88.00,30.00,15.00,5.00,1.20,1.30,1.40,0.90,0.80,0.60,1.70,1.60,1.60,1.70,2.10,2.00,31.70,34.00,18.40,17.30,10.00,0.25,22.10,23.40,20.50,13.30,0.13,0.00,0.00,1.10,0.00,0.00,0.00,0.00,31.50,33.00,23.90,16.70,0.13,0.00,43.60,44.70,27.30,26.70,0.40,0.40,24.00,15.00,24.00,15.00,1.50,1.60,59.50,41.70,62.50,0.27,70.80,0.47,79.20,0.53,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0.00,NY
286.00,WESTCHESTER REPRODUCTIVE MEDICINE,,MT. KISCO,NEW YORK,1.00,0.39,0.00,0.00,0.00,0.37,0.10,0.37,0.10,0.05,0.44,0.12,0.02,0.20,0.27,42.00,1.00,"Rachel A. Bennett, MD",15.00,6.00,10.00,2.00,2.00,1.00,0.13,0.50,0.00,0.00,0.50,0.00,2.00,2.30,3.00,3.00,3.00,=,42.30,0.43,33.30,0.00,0.00,=,0.23,0.00,0.00,0.00,0.00,=,0.47,0.17,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.33,0.50,0.00,0.00,0.00,0.60,0.33,0.50,0.00,0.00,0.00,13.00,3.00,9.00,2.00,1.00,0.00,0.54,0.33,0.11,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.69,0.67,0.56,0.00,0.00,=,0.69,0.67,0.56,0.00,0.00,=,9.00,2.00,5.00,0.00,0.00,0.00,0.78,0.50,0.20,=,=,=,0.00,0.00,0.00,=,=,=,1.00,1.00,1.00,=,=,=,3.00,2.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,1.50,1.00,=,=,=,=,2.00,2.00,=,=,=,=,0.17,0.75,=,=,=,=,0.33,0.00,=,=,=,=,0.00,0.00,=,=,=,=,0.33,0.50,=,=,=,=,0.33,1.00,=,=,=,=,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,Westchester Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes,0.00,NY
287.00,ADVANCED FERTILITY SERVICES,,NEW YORK,NEW YORK,1.00,0.89,0.00,0.00,0.03,0.36,0.05,0.19,0.04,0.00,0.13,0.11,0.22,0.03,0.06,285.00,39.00,"Hugh D. Melnick, MD",53.00,29.00,41.00,37.00,11.00,7.00,17.00,6.90,4.90,5.40,0.00,0.00,1.90,2.50,2.90,2.20,2.40,2.80,8.50,13.60,7.70,7.80,0.05,0.00,2.80,0.00,0.00,0.00,0.00,0.00,3.80,13.80,9.80,2.70,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,5.70,20.70,12.20,5.40,0.00,0.00,11.30,20.70,17.10,8.10,0.09,0.00,43.00,24.00,36.00,29.00,8.00,6.00,4.70,16.70,11.10,3.40,0.00,0.00,0.00,0.00,0.00,3.40,0.00,0.00,7.00,25.00,13.90,6.90,0.00,0.00,14.00,25.00,19.40,10.30,0.13,0.00,6.00,6.00,7.00,3.00,1.00,0.00,0.33,0.67,0.57,0.33,0.00,=,0.00,0.00,0.00,0.33,0.00,=,0.50,1.00,0.71,0.67,0.00,=,18.00,8.00,8.00,3.00,4.00,0.00,18.00,8.00,8.00,3.00,4.00,0.00,1.10,0.70,0.50,0.20,0.30,0.00,2.20,1.60,2.10,2.30,2.80,=,17.90,0.31,0.06,0.00,0.00,=,0.11,0.50,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.17,0.50,0.00,0.00,0.00,=,0.39,0.50,0.13,0.00,0.00,=,10.00,17.00,10.00,17.00,1.90,2.20,0.32,24.30,0.30,0.24,0.30,0.29,0.40,0.35,Advanced Fertility Services,Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,NY
288.00,BETH ISRAEL CENTER FOR INFERTILITY & REPRODUCTIVE HEALTH,,NEW YORK,NEW YORK,1.00,0.75,0.02,0.00,0.03,0.32,0.15,0.34,0.02,0.10,0.77,0.00,0.04,0.07,0.49,167.00,1.00,"Peter Chang, MD",37.00,16.00,35.00,22.00,10.00,1.00,18.90,0.00,17.10,31.80,0.10,1.00,1.80,2.10,3.60,2.40,2.60,=,34.90,36.70,11.50,5.90,0.00,=,26.10,0.15,0.00,0.10,0.00,=,8.10,0.19,17.10,9.10,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,21.60,0.38,20.00,9.10,0.00,0.00,27.00,0.56,25.70,9.10,0.10,0.00,24.00,14.00,29.00,14.00,8.00,0.00,12.50,0.21,20.70,0.14,0.00,=,0.00,0.07,0.00,0.00,0.00,=,33.30,0.43,24.10,0.14,0.00,=,41.70,0.64,31.00,0.14,0.13,=,10.00,9.00,9.00,2.00,1.00,0.00,0.30,0.33,0.67,1.00,0.00,=,0.00,0.11,0.00,0.00,0.00,=,0.80,0.67,0.78,1.00,0.00,=,21.00,9.00,10.00,1.00,0.00,0.00,21.00,9.00,9.00,1.00,0.00,0.00,1.80,1.50,1.80,1.00,=,=,2.50,2.90,3.60,6.00,=,=,54.70,15.40,15.60,0.00,=,=,38.10,0.22,0.56,0.00,=,=,9.50,0.00,0.00,0.00,=,=,76.20,0.33,0.56,0.00,=,=,81.00,0.44,0.56,0.00,=,=,0.00,4.00,0.00,4.00,=,2.80,=,0.09,=,0.25,=,0.25,=,0.50,Beth Israel Center for Infertility & Reproductive Health,Yes,No,Yes,No,Yes,Yes,Yes,0.00,NY
289.00,BROOKLYN/WESTSIDE FERTILITY CENTER,BROOKLYN FERTILITY CENTER,NEW YORK,NEW YORK,1.00,0.80,0.00,0.00,0.03,0.53,0.55,0.15,0.03,0.78,0.65,0.03,0.03,0.28,0.63,40.00,0.00,"Dov B. Goldstein, MD",8.00,6.00,3.00,10.00,5.00,3.00,0.00,0.00,0.00,0.40,0.00,0.00,2.00,1.60,2.70,1.00,3.00,1.50,0.07,0.38,0.13,0.00,0.00,0.00,0.00,0.00,0.00,=,0.00,0.00,0.13,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.17,0.33,0.00,0.00,0.00,0.13,0.17,0.33,0.00,0.00,0.00,7.00,5.00,3.00,4.00,1.00,2.00,0.14,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.33,0.00,0.00,0.00,0.14,0.20,0.33,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,=,=,=,0.00,0.00,0.00,=,=,=,1.00,1.00,1.00,=,=,=,1.00,0.00,3.00,0.00,1.00,0.00,1.00,0.00,2.00,0.00,1.00,0.00,1.00,=,=,=,1.00,=,2.00,=,1.50,=,4.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,=,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,"Brooklyn/Westside Fertility Center, Brooklyn Fertility Center",Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,NY
290.00,COLUMBIA UNIVERSITY CENTER FOR WOMEN'S REPRODUCTIVE CARE,,NEW YORK,NEW YORK,1.00,0.58,0.00,0.00,0.03,0.08,0.06,0.51,0.02,0.01,0.33,0.10,0.07,0.04,0.12,1756.00,39.00,"Michael M. Guarnaccia, MD",308.00,300.00,352.00,231.00,135.00,39.00,10.70,13.30,18.80,24.70,33.30,51.30,1.90,2.00,2.40,2.80,2.90,2.90,32.40,23.60,12.10,6.10,3.00,0.00,3.90,4.20,1.50,0.00,0.00,0.00,17.20,19.00,10.50,5.60,3.70,0.00,0.30,0.00,0.00,0.00,0.00,0.00,29.20,25.30,13.90,6.90,3.70,0.00,37.70,33.70,19.30,11.30,8.10,2.60,232.00,220.00,236.00,135.00,69.00,15.00,22.80,25.90,15.70,9.60,7.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,38.80,34.50,20.80,11.90,7.20,0.00,50.00,45.90,28.80,19.30,15.90,0.07,116.00,101.00,68.00,26.00,11.00,1.00,45.70,56.40,54.40,50.00,0.45,0.00,0.90,0.00,0.00,0.00,0.00,0.00,77.60,75.20,72.10,61.50,0.45,0.00,62.00,53.00,45.00,20.00,10.00,1.00,59.00,44.00,43.00,17.00,10.00,1.00,1.50,1.40,1.30,1.10,2.50,=,1.60,1.60,1.90,2.10,2.40,2.00,33.70,21.70,23.20,5.70,0.00,0.00,39.00,27.30,30.20,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.80,29.50,34.90,0.12,0.00,0.00,55.90,36.40,55.80,0.18,0.10,0.00,93.00,68.00,79.00,57.00,2.00,1.90,32.50,26.20,31.60,28.10,46.80,35.10,54.40,49.10,Columbia University Center for Women's Reproductive Care,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,NY
291.00,CONTINUUM REPRODUCTIVE CENTER OF ST. LUKE'S ROOSEVELT HOSPITAL,,NEW YORK,NEW YORK,1.00,0.71,0.00,0.00,0.05,0.12,0.18,0.28,0.12,0.08,0.29,0.06,0.11,0.10,0.13,540.00,86.00,"Martin Keltz, MD",114.00,79.00,96.00,51.00,19.00,2.00,0.00,3.80,1.00,2.00,0.11,0.00,1.90,2.30,2.70,3.20,2.80,3.00,34.40,27.40,15.80,10.70,16.20,0.00,8.00,3.40,1.50,0.00,0.00,0.00,21.10,25.30,16.70,13.70,0.05,0.00,0.90,0.00,0.00,0.00,0.00,0.00,36.00,34.20,21.90,19.60,0.11,0.00,45.60,39.20,30.20,19.60,0.21,0.00,99.00,64.00,76.00,41.00,13.00,2.00,24.20,31.30,21.10,17.10,0.08,0.00,1.00,0.00,0.00,0.00,0.00,0.00,41.40,42.20,27.60,24.40,0.15,0.00,52.50,48.40,38.20,24.40,0.31,0.00,52.00,31.00,29.00,10.00,4.00,0.00,46.20,64.50,55.20,0.70,0.25,=,1.90,0.00,0.00,0.00,0.00,=,78.80,87.10,72.40,1.00,0.50,=,29.00,17.00,12.00,3.00,0.00,3.00,29.00,16.00,11.00,3.00,0.00,3.00,0.80,0.40,0.30,0.30,0.00,0.80,2.10,2.40,2.20,3.70,=,2.30,27.90,26.30,16.70,0.09,=,0.43,24.10,0.38,0.27,0.33,=,0.33,0.00,0.00,0.00,0.00,=,0.00,34.50,0.44,0.27,0.33,=,0.33,41.40,0.63,0.27,0.33,=,0.33,25.00,4.00,23.00,4.00,2.20,2.30,37.30,0.33,39.10,0.50,60.90,0.50,60.90,0.75,Continuum Reproductive Center of St. Luke's Roosevelt Hospital,Yes,No,Yes,No,Yes,Yes,Yes,0.00,NY
292.00,"ANDREW LOUCOPOULOS, MD, PHD",,NEW YORK,NEW YORK,1.00,0.39,0.00,0.00,0.00,0.07,0.07,0.53,0.00,0.07,0.20,0.00,0.20,0.07,0.07,16.00,1.00,"Andrew Loucopoulos, MD",2.00,5.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,=,0.00,3.00,2.80,3.00,3.00,=,2.00,0.17,0.00,0.17,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.50,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.50,0.00,0.00,0.00,=,0.00,0.50,0.00,0.33,0.00,=,0.00,2.00,5.00,2.00,2.00,0.00,1.00,0.50,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.00,0.50,0.00,0.00,0.00,=,0.00,0.50,0.00,0.50,0.00,=,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,=,0.00,=,=,=,0.00,=,0.00,=,=,=,1.00,=,0.00,=,=,=,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,=,1.00,=,=,=,=,=,4.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,=,0.00,=,=,=,=,1.00,0.00,1.00,0.00,2.00,=,1.00,=,0.00,=,1.00,=,1.00,=,"Andrew Loucopoulos, MD, PhD",Yes,No,Yes,Yes,Yes,No,Yes,0.00,NY
