OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,COLORADO REPRODUCTIVE ENDOCRINOLOGY,,DENVER,COLORADO,100%,0%,0%,0%,39%,0%,1%,2%,2%,9%,19%,26%,2%,3%,9%,3%,12%,9%,0.08,"Susan W. Trout, MD",40.00,17.00,25.00,8.00,2.00,36.70,8.70,6.80,0.00,=,40.00,0.12,12.00,0.00,0.00,32.50,0.06,8.00,0.00,0.00,(18.6Ð49.1),,(1.0Ð26.0),,,36.1,0.07,0.11,0.00,=,52,0.10,0.13,0.00,=,40,0.10,0.13,0.00,=,10,0.18,24,0.25,1.00,2,2.3,2.8,3.5,=,0.19,0.00,0.33,=,=,0.00,0.00,0.00,=,=,0.23,0.00,0.00,=,=,27,11,6,3,0,11.1,0.18,0.00,0.00,=,1.8,2.4,1.8,1.3,=,7,10,0.71,0.40,2,2.4,Colorado Reproductive Endocrinology,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ROCKY MOUNTAIN CENTER FOR REPRODUCTIVE MEDICINE,,FORT COLLINS,COLORADO,100%,0%,0%,0%,94%,0%,0%,0%,3%,11%,6%,22%,3%,3%,19%,0%,10%,6%,0.19,"Kevin E. Bachus, MD",14.00,10.00,6.00,2.00,0.00,48.30,32.00,0.38,0.13,=,0.64,0.60,0.50,0.50,=,0.50,0.40,0.50,0.50,=,,,,,,0.50,0.40,0.50,0.50,=,0.50,0.40,0.50,0.50,=,0.29,0.40,0.17,0.50,=,0.00,0.00,0.00,0.00,=,2.1,2.5,2.7,4,=,0.56,0.33,1.00,0.00,=,0.00,0.00,0.00,0.00,=,0.43,0.00,0.67,0.00,=,8,4,8,0,0,0.63,0.00,0.38,=,=,1.9,2,1.5,=,=,5,6,0.80,0.33,2,2.2,Rocky Mountain Center for Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,CONCEPTIONS REPRODUCTIVE ASSOCIATES OF COLORADO,,LITTLETON,COLORADO,100%,0%,0%,0%,86%,0%,<1%,11%,7%,4%,5%,22%,<1%,0%,13%,5%,13%,11%,0.27,"Mark R. Bush, MD",124.00,60.00,65.00,27.00,14.00,47.80,26.90,29.50,16.40,17.40,69.40,41.70,43.10,33.30,0.36,54.00,31.70,35.40,22.20,0.07,(44.9Ð63.0),(20.3Ð45.0),(23.9Ð48.2),(8.6Ð42.3),,55.8,34.5,38.3,23.1,0.08,57.3,37.3,41.1,24,0.10,35,29.4,30.4,16,0.10,3.2,8.3,7.7,3.7,0.14,1.9,2,2.2,2.4,2.3,32.6,20,21.4,0.33,0.00,2.3,4,7.1,0.00,0.00,38.8,0.21,26.1,0.33,0.00,22,20,16,6,1,31.8,35,0.25,0.17,0.00,2,1.9,2.1,1.8,3,38,27,55.3,22.2,1.9,2,This clinic has closed or reorganized since 2009.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,COLORADO CENTER FOR REPRODUCTIVE MEDICINE,,LONE TREE,COLORADO,>99%,0%,<1%,0%,86%,0%,1%,1%,3%,2%,4%,42%,4%,<1%,12%,7%,12%,7%,0.10,"William B. Schoolcraft, MD",192.00,134.00,131.00,56.00,53.00,51.80,38.40,21.70,9.00,4.30,68.80,59.00,51.10,25.00,24.50,63.00,53.00,42.00,14.30,9.40,(55.8Ð69.9),(44.2Ð61.7),(33.4Ð50.9),(6.4Ð26.2),(3.1Ð20.7),66.1,55.9,43.7,15.4,9.4,68,58.2,44.4,17,9.8,40.4,40.2,38.7,10.6,9.8,4.7,5.2,3.8,7.1,0,2.2,2.4,3,4,4.1,41.7,35.4,16.4,0.21,0.00,6.1,5.1,6,0.00,0.00,40.5,31,12.7,0.38,0.00,109,106,134,57,26,63.3,60.4,46.3,38.6,19.2,2,2.1,2.1,2.2,2.2,204,93,70.6,53.8,2,2.2,Colorado Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"ROCKY MOUNTAIN FERTILITY CENTER, PC",,PARKER,COLORADO,100%,0%,0%,0%,70%,0%,0%,0%,0%,4%,4%,22%,11%,0%,19%,0%,0%,15%,0.26,"Deborah L. Smith, MD",10.00,7.00,4.00,1.00,1.00,0.28,0.31,0.21,=,0.25,0.50,0.43,0.50,0.00,1.00,0.40,0.43,0.50,0.00,0.00,,,,,,0.44,0.50,0.50,=,0.00,0.50,0.60,0.50,=,0.00,0.50,0.40,0.25,=,0.00,0.10,0.14,0.00,1.00,0.00,2.3,2.6,3.5,=,4,0.00,0.33,0.50,=,0.00,0.00,0.00,0.00,=,0.00,0.00,0.33,0.50,=,=,0,0,0,0,0,=,=,=,=,=,=,=,=,=,=,3,1,0.67,1.00,2,2,"Rocky Mountain Fertility Center, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,CONNECTICUT FERTILITY ASSOCIATES,,BRIDGEPORT,CONNECTICUT,100%,0%,0%,0%,46%,0%,1%,8%,3%,6%,3%,28%,2%,1%,6%,23%,15%,9%,0.07,"Michael B. Doyle, MD",37.00,28.00,55.00,18.00,14.00,31.30,21.40,13.40,11.10,5.60,48.60,42.90,23.60,0.28,0.14,35.10,28.60,21.80,0.17,0.07,(20.2Ð52.5),(13.2Ð48.7),(11.8Ð35.0),,,38.2,30.8,26.7,0.21,0.09,38.2,33.3,28.6,0.25,0.09,26.5,25,19,0.25,0.09,8.1,7.1,18.2,0.22,0.21,2.4,2.3,2.8,3,3.3,0.33,0.17,0.31,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.31,0.25,0.33,0.00,0.00,21,14,10,0,0,19,0.36,0.20,=,=,2,2.4,3.2,=,=,82,47,59.8,29.8,2.2,2.2,Connecticut Fertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,THE CENTER FOR ADVANCED REPRODUCTIVE SERVICES AT THE UNIVERSITY OF CONNECTICUT HEALTH CENTER,,FARMINGTON,CONNECTICUT,100%,0%,0%,0%,69%,0%,<1%,2%,9%,10%,7%,2%,7%,1%,15%,14%,17%,14%,0.15,"John C. Nulsen, MD",409.00,218.00,242.00,80.00,64.00,44.40,29.30,19.20,9.30,7.60,55.50,38.50,34.70,20.00,15.60,50.10,32.10,26.40,13.80,10.90,(45.2Ð55.1),(26.0Ð38.7),(21.0Ð32.5),(7.1Ð23.3),(4.5Ð21.2),55,38.3,32.7,16.7,17.9,58.2,39.8,34.4,17.7,21.2,42.6,30.1,26.9,16.1,18.2,8.8,16.1,19,17.5,39.1,1.8,1.9,2.7,3.3,3.6,27.8,19,19,0.13,0.10,0.9,1.2,2.4,0.06,0.00,26.8,24.3,21.9,0.09,0.14,103,47,44,10,2,35,46.8,25,0.10,0.00,1.7,1.9,2,2.8,2,34,27,44.1,51.9,2,1.8,The Center for Advanced Reproductive Services at the University of Connecticut Health Center,Yes,No,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"GREENWICH FERTILITY AND IVF CENTER, PC",,GREENWICH,CONNECTICUT,100%,0%,0%,0%,23%,0%,0%,0%,0%,7%,0%,34%,4%,4%,14%,2%,25%,2%,0.09,"Barry R. Witt, MD",20.00,12.00,14.00,6.00,1.00,42.90,42.90,3.40,0.13,=,60.00,0.58,0.07,0.33,0.00,55.00,0.58,0.07,0.33,0.00,(31.5Ð76.9),,,,,0.65,0.70,0.08,0.40,=,0.65,0.70,0.08,0.40,=,0.41,0.60,0.08,0.40,=,15,0.17,0.14,0.17,1.00,2.1,2.1,2.4,3,=,0.33,0.29,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.36,0.14,0.00,0.00,=,0,0,0,0,0,=,=,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Greenwich Fertility and IVF Center, PC",No,No,Yes,No,Yes,Yes,No,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,YALE FERTILITY CENTER,,NEW HAVEN,CONNECTICUT,100%,0%,0%,0%,55%,0%,2%,5%,2%,8%,2%,10%,3%,1%,8%,32%,14%,11%,0.11,"Pasquale Patrizio, MD",129.00,103.00,103.00,42.00,31.00,35.10,15.40,11.90,8.60,1.80,48.10,28.20,22.30,16.70,3.20,38.80,19.40,18.40,11.90,3.20,(30.3Ð47.7),(12.3Ð28.4),(11.5Ð27.3),(4.0Ð25.6),(0.1Ð16.7),41,22.5,20.4,17.9,4.8,43.9,24.4,21.8,19.2,0.05,29.8,19.5,17.2,19.2,0.05,5.4,13.6,9.7,33.3,32.3,2.1,2.3,2.6,2.7,2.9,29,13.8,13,0.00,0.00,6.5,0,4.3,0.00,0.00,32,20,0.21,0.00,0.00,18,16,13,2,2,0.22,0.25,0.31,0.00,0.00,2.1,2.1,2.1,2.5,2.5,38,15,63.2,0.27,2.1,2.5,Yale Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,REPRODUCTIVE MEDICINE ASSOCIATES OF CONNECTICUT,,NORWALK,CONNECTICUT,100%,0%,0%,0%,58%,0%,0%,2%,4%,4%,14%,12%,3%,1%,12%,10%,23%,8%,0.13,"Mark P. Leondires, MD",211.00,101.00,150.00,62.00,30.00,39.70,26.00,16.90,8.30,3.10,51.20,45.50,32.00,27.40,13.30,43.10,32.70,24.00,14.50,3.30,(36.3Ð50.1),(23.7Ð42.7),(17.4Ð31.6),(6.9Ð25.8),(0.1Ð17.2),47.9,36.7,30.3,19.1,0.06,48.7,37.5,30.8,19.6,0.06,31.6,31.8,25.6,17.4,0.06,10,10.9,20.7,24.2,40,2,2.2,2.8,3.7,3.6,38.9,19.6,14.6,0.12,0.00,1.9,2.2,4.2,0.00,0.00,35.2,15.2,16.7,0.11,0.00,24,8,11,2,0,37.5,0.13,0.27,0.00,=,2,2.1,2.5,1.5,=,27,32,44.4,50,2,2.2,Reproductive Medicine Associates of Connecticut,Yes,No,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,NEW ENGLAND FERTILITY INSTITUTE,,STAMFORD,CONNECTICUT,100%,0%,0%,0%,77%,<1%,6%,7%,4%,8%,7%,24%,2%,1%,20%,15%,18%,2%,0.03,"Gad Lavy, MD",71.00,39.00,74.00,32.00,17.00,36.80,21.30,19.40,7.00,2.50,59.20,38.50,37.80,18.80,0.06,47.90,28.20,24.30,12.50,0.06,(35.9Ð60.1),(15.0Ð44.9),(15.1Ð35.7),(3.5Ð29.0),,50,31.4,27.3,15.4,0.07,50,34.4,31.6,16,0.07,26.5,21.9,22.8,16,0.07,4.2,10.3,10.8,18.8,0.18,2.4,2.5,2.8,2.8,2.9,40.5,0.27,14.3,0.00,0.00,2.4,0.00,3.6,0.00,0.00,47.1,0.36,0.28,0.00,0.00,21,16,13,8,6,19,0.31,0.00,0.13,0.00,2.8,2.2,2.5,2.6,2.8,44,30,47.7,43.3,2.4,2.5,New England Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,THE STAMFORD HOSPITAL,,STAMFORD,CONNECTICUT,100%,0%,0%,0%,26%,0%,0%,0%,0%,38%,7%,0%,0%,0%,10%,3%,17%,14%,0.10,"Frances W. Ginsburg, MD",7.00,3.00,7.00,2.00,0.00,0.31,0.33,0.18,0.00,=,0.43,0.33,0.29,0.00,=,0.14,0.33,0.29,0.00,=,,,,,,0.17,0.50,0.40,0.00,=,0.17,0.50,0.50,0.00,=,0.17,0.00,0.50,0.00,=,0.14,0.33,0.29,0.50,=,2.2,3,2.8,2,=,0.33,1.00,0.00,=,=,0.00,0.00,0.00,=,=,0.00,1.00,0.00,=,=,4,5,1,0,0,0.00,0.20,0.00,=,=,2.8,1.8,1,=,=,0,0,=,=,=,=,The Stamford Hospital,No,No,Yes,No,Yes,Yes,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,WOMEN'S FERTILITY CENTER,"NORA R. MILLER, MD",STAMFORD,CONNECTICUT,100%,0%,0%,0%,74%,0%,0%,5%,0%,17%,4%,13%,0%,0%,8%,0%,29%,29%,0.00,"Nora R. Miller, MD",3.00,4.00,8.00,1.00,3.00,0.50,0.40,0.31,=,0.11,0.67,0.25,0.50,0.00,0.33,0.67,0.00,0.50,0.00,0.00,,,,,,0.67,0.00,0.50,0.00,0.00,0.67,0.00,0.57,=,0.00,0.33,0.00,0.57,=,0.00,0.00,0.25,0.00,0.00,0.00,2,2.5,1.9,=,3,0.50,1.00,0.00,=,0.00,0.00,0.00,0.00,=,0.00,0.50,=,0.00,=,=,1,0,2,0,0,0.00,=,0.00,=,=,1,=,2.5,=,=,0,2,=,0.00,=,1.5,"Women's Fertility Center, Nora R. Miller, MD",No,No,Yes,No,Yes,No,Yes,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PARK AVENUE FERTILITY AND REPRODUCTIVE MEDICINE,,TRUMBULL,CONNECTICUT,100%,0%,0%,0%,86%,0%,0%,1%,0%,4%,6%,18%,4%,0%,15%,3%,48%,0%,0.04,"Andrew Levi, MD",56.00,36.00,50.00,12.00,12.00,35.80,26.20,10.60,0.11,0.00,51.80,41.70,20.00,0.17,0.08,48.20,38.90,16.00,0.17,0.00,(34.7Ð62.0),(23.1Ð56.5),(7.2Ð29.1),,,48.2,40,16.7,0.22,0.00,50,43.8,18.6,0.25,0.00,31.5,37.5,18.6,0.25,0.00,0,2.8,4,0.25,0.25,2,1.9,2.4,2.3,2.8,34.5,0.13,0.00,0.00,0.00,0,0.00,0.10,0.00,0.00,37,0.14,0.00,0.00,=,9,1,3,0,0,0.44,0.00,0.67,=,=,2,3,2,=,=,8,4,0.38,0.25,2,1.8,Park Avenue Fertility and Reproductive Medicine,Yes,No,Yes,Yes,Yes,No,No,CT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,THE DELAWARE INSTITUTE FOR REPRODUCTIVE MEDICINE,,NEWARK,DELAWARE,100%,0%,0%,0%,89%,3%,<1%,3%,3%,20%,4%,4%,12%,2%,14%,4%,24%,17%,<1%,"Jeffrey B. Russell, MD",78.00,24.00,49.00,22.00,10.00,19.00,8.60,6.70,0.00,0.17,28.20,20.80,12.20,0.00,0.30,17.90,20.80,0.00,0.00,0.10,(10.2Ð28.3),(7.1Ð42.2),(0.0Ð7.3),(0.0Ð15.4),,18.4,20.8,0,0,0.13,22.2,22.7,0,0.00,0.20,15.9,22.7,0,0.00,0.20,2.6,0,4.1,9.1,0.20,2.6,2.6,2.6,2.4,2.4,22.7,0.00,0.00,=,0.00,9.1,0.00,0.00,=,0.00,0.29,0.00,=,=,0.00,6,2,2,2,1,0.17,0.50,0.00,0.00,0.00,3.2,2.5,3,2,3,10,0,0.30,=,2.9,=,The Delaware Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,No,Yes,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,REPRODUCTIVE ASSOCIATES OF DELAWARE,,NEWARK,DELAWARE,100%,0%,0%,0%,82%,0%,0%,4%,61%,5%,4%,3%,14%,2%,10%,2%,2%,30%,0.26,"Ronald F. Feinberg, MD, PhD",124.00,49.00,43.00,12.00,6.00,49.60,46.30,23.10,0.31,0.14,45.20,38.80,25.60,0.25,0.17,41.10,28.60,20.90,0.17,0.00,(32.4Ð50.3),(16.6Ð43.3),(10.0Ð36.0),,,47.7,35.9,26.5,0.29,0.00,52.6,41.2,32.1,0.29,0.00,48.5,38.2,25,0.29,0.00,13.7,20.4,20.9,0.42,0.33,1.2,1.2,1.9,1.9,1.8,8.9,0.05,0.18,0.33,0.00,1.8,0.00,0.00,0.00,0.00,7.8,0.07,0.22,0.00,=,64,40,22,8,2,40.6,25,36.4,0.00,0.50,1.4,1.4,1.5,1.4,1.5,6,17,0.83,0.53,1,1.7,Reproductive Associates of Delaware,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"THE A.R.T. INSTITUTE OF WASHINGTON, INC.",WALTER REED ARMY MEDICAL CENTER,WASHINGTON,DISTRICT OF COLUMBIA,100%,0%,0%,0%,72%,0%,0%,<1%,2%,16%,6%,3%,3%,0%,32%,<1%,12%,9%,0.20,"James Segars, MD",204.00,79.00,97.00,24.00,1.00,38.30,30.20,19.20,17.90,0.00,51.50,48.10,29.90,33.30,0.00,44.60,32.90,19.60,29.20,0.00,(37.7Ð51.7),(22.7Ð44.4),(12.2Ð28.9),(12.6Ð51.1),,46.9,34.7,21.3,31.8,0.00,47.4,35.1,21.8,31.8,0.00,28.1,23,14.9,31.8,0.00,4.9,5.1,8.2,8.3,0.00,2,2.1,2.4,3,1,37.1,28.9,31,0.25,=,3.8,2.6,10.3,0.13,=,40.7,34.6,0.32,0.00,=,15,8,13,2,1,0.40,0.38,0.23,0.50,0.00,1.7,1.5,1.9,2,2,0,0,=,=,=,=,"The A.R.T. Institute of Washington, Inc., Walter Reed Army Medical Center",No,No,Yes,No,Yes,Yes,Yes,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,COLUMBIA FERTILITY ASSOCIATES,,WASHINGTON,DISTRICT OF COLUMBIA,100%,0%,0%,0%,59%,2%,<1%,<1%,3%,5%,4%,21%,1%,2%,15%,8%,9%,14%,0.21,"Safa Rifka, MD",140.00,119.00,165.00,112.00,74.00,30.20,22.90,20.10,9.50,5.80,41.40,34.50,27.90,16.10,10.80,38.60,31.10,21.80,11.60,6.80,(30.5Ð47.2),(22.9Ð40.2),(15.8Ð28.9),(6.3Ð19.0),(2.2Ð15.1),42.2,34.9,25.9,14.4,8.9,46.6,35.9,29.5,17.6,9.6,31.9,27.2,20.5,14.9,9.6,8.6,10.9,15.8,19.6,24.3,2.2,2.3,2.4,2.7,2.6,31,31.7,26.1,0.11,0.00,0,0,0,0.00,0.00,31.5,24.3,30.6,0.15,0.00,25,19,20,10,2,40,0.42,20,0.30,0.00,1.9,2,2,2.1,1.5,32,21,53.1,42.9,2.1,2.2,Columbia Fertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,THE GEORGE WASHINGTON UNIVERSITY MEDICAL FACULTY ASSOCIATES,,WASHINGTON,DISTRICT OF COLUMBIA,100%,0%,0%,0%,81%,0%,0%,4%,5%,1%,2%,5%,<1%,0%,31%,2%,56%,0%,0.03,"Paul R. Gindoff, MD",67.00,62.00,70.00,42.00,27.00,33.10,21.70,12.50,8.80,6.30,47.80,35.50,25.70,23.80,3.70,40.30,29.00,18.60,14.30,3.70,(28.5Ð53.0),(18.2Ð41.9),(10.3Ð29.7),(5.4Ð28.5),(0.1Ð19.0),43.5,31.6,22,17.1,0.06,45.8,33.3,24.5,20.7,0.08,37.3,18.5,20.8,20.7,0.08,7.5,8.1,15.7,16.7,37,2,2.6,2.9,2.8,2.7,15.6,31.8,0.22,0.00,1.00,6.3,4.5,0.00,0.00,0.00,18.5,0.44,0.15,0.00,0.00,6,11,14,4,4,0.17,0.27,0.21,0.00,0.00,2.2,2.2,2.6,2.8,2.3,7,10,0.14,0.50,2,2.1,The George Washington University Medical Faculty Associates,Yes,No,Yes,Yes,Yes,Yes,Yes,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"JAMES A. SIMON, MD, PC",,WASHINGTON,DISTRICT OF COLUMBIA,100%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,25%,0%,25%,0%,50%,0%,0.00,"James A. Simon, MD",1.00,0.00,2.00,0.00,0.00,=,=,0.33,=,=,0.00,=,1.00,=,=,0.00,=,1.00,=,=,,,,,,0.00,=,1.00,=,=,=,=,1.00,=,=,=,=,1.00,=,=,0.00,=,0.00,=,=,=,=,3,=,=,=,=,0.00,=,=,=,=,0.00,=,=,=,=,0.00,=,=,1,0,0,0,0,1.00,=,=,=,=,1,=,=,=,=,0,0,=,=,=,=,"James A. Simon, MD, PC",Yes,Yes,Yes,No,Yes,Yes,Yes,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,BOCAFERTILITY,,BOCA RATON,FLORIDA,100%,0%,0%,0%,46%,0%,2%,2%,0%,8%,6%,28%,0%,0%,18%,6%,5%,15%,0.13,"Maurice (Moshe) R. Peress, MD",23.00,7.00,16.00,13.00,1.00,21.10,0.38,7.70,3.40,0.00,34.80,0.71,0.25,0.15,0.00,17.40,0.43,0.19,0.08,0.00,(5.0Ð38.8),,,,,19,0.43,0.19,0.10,0.00,0.24,0.43,0.20,0.10,0.00,0.18,0.29,0.20,0.10,0.00,8.7,0.00,0.00,0.23,0.00,2.2,2.3,2.6,2.9,1,0.25,0.20,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.25,0.33,0.00,0.00,=,4,0,2,0,0,0.00,=,0.00,=,=,1.8,=,1,=,=,8,0,0.75,=,2.1,=,BocaFertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PALM BEACH FERTILITY CENTER,,BOCA RATON,FLORIDA,100%,0%,0%,0%,93%,0%,3%,20%,4%,0%,3%,19%,<1%,0%,9%,7%,2%,7%,0.52,"Mark S. Denker, MD",25.00,26.00,22.00,7.00,0.00,25.00,19.50,9.10,0.21,=,28.00,26.90,13.60,0.43,=,24.00,19.20,13.60,0.14,=,(9.4Ð45.1),(6.6Ð39.4),(2.9Ð34.9),,,26.1,20.8,13.6,0.20,=,0.35,0.29,0.18,0.20,=,0.29,0.24,0.18,0.20,=,8,7.7,0,0.29,=,1.9,2.4,1.9,2.8,=,0.14,0.14,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.17,0.20,0.00,0.00,=,9,5,0,0,0,0.22,0.00,=,=,=,1.7,1.6,=,=,=,17,7,0.47,0.29,2,1.9,Palm Beach Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
