OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,REPRODUCTIVE MEDICINE ASSOCIATES OF MICHIGAN,,TROY,MICHIGAN,100%,0%,0%,0%,57%,0%,0%,4%,3%,8%,6%,10%,4%,<1%,20%,8%,13%,12%,0.19,"Brad T. Miller, MD",119.00,40.00,54.00,14.00,12.00,34.50,26.00,20.70,3.80,6.90,54.60,45.00,35.20,0.14,0.17,45.40,27.50,25.90,0.00,0.08,(36.2Ð54.8),(14.6Ð43.9),(15.0Ð39.7),,,47.00,30.60,29.80,0.00,0.10,49.10,33.30,32.60,0.00,0.11,27.30,30.30,25.60,0.00,0.11,3.40,10.00,13.00,0.29,0.17,2.30,2.30,2.70,2.90,3.20,40.00,0.06,0.21,0.00,0.00,1.50,0.06,0.05,0.00,0.00,44.40,0.09,0.21,=,0.00,21.00,11.00,10.00,1.00,1.00,38.10,0.27,0.30,0.00,1.00,2.00,1.60,2.00,2.00,1.00,24.00,13.00,54.20,0.15,2.10,2.40,Reproductive Medicine Associates of Michigan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"MICHIGAN CENTER FOR FERTILITY AND WOMEN'S HEALTH, PLC",,WARREN,MICHIGAN,100%,0%,0%,0%,92%,0%,0%,3%,2%,5%,3%,22%,7%,3%,24%,7%,7%,3%,0.22,"Carole L. Kowalczyk, MD",37.00,13.00,17.00,5.00,1.00,37.50,30.30,22.60,0.33,0.00,51.40,0.54,0.35,0.60,0.00,43.20,0.54,0.29,0.60,0.00,(27.1Ð60.5),,,,,43.20,0.54,0.38,0.60,0.00,47.10,0.54,0.38,0.60,0.00,32.40,0.38,0.38,0.20,0.00,0.00,0.00,0.24,0.00,0.00,2.10,2.50,2.40,3.00,3.00,0.32,0.43,0.17,0.67,=,0.05,0.00,0.00,0.00,=,0.31,0.29,0.00,0.67,=,9.00,5.00,5.00,0.00,0.00,0.33,0.40,0.20,=,=,1.90,1.80,2.40,=,=,11.00,2.00,0.73,0.50,2.20,2.00,"Michigan Center for Fertility and Women's Health, PLC",Yes,Yes,Yes,Yes,Yes,Yes,Pending,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"THE MIDWEST CENTER FOR REPRODUCTIVE HEALTH, PA",,MAPLE GROVE,MINNESOTA,100%,0%,0%,0%,31%,0%,1%,<1%,5%,7%,17%,3%,3%,<1%,19%,1%,8%,6%,0.36,"Randle S. Corfman, MD, PhD",90.00,20.00,26.00,8.00,0.00,51.60,31.30,25.00,0.06,=,60.00,45.00,34.60,0.25,=,55.60,35.00,23.10,0.00,=,(44.7Ð66.0),(15.4Ð59.2),(9.0Ð43.6),,,59.50,0.44,27.30,0.00,=,62.50,0.44,30.00,0.00,=,37.50,0.38,25.00,0.00,=,6.70,20.00,15.40,0.00,=,1.90,2.00,2.00,2.00,=,42.60,0.22,0.22,0.00,=,1.90,0.00,0.00,0.00,=,40.00,0.14,0.17,=,=,34.00,7.00,11.00,2.00,0.00,32.40,0.43,0.18,0.00,=,1.60,1.90,1.70,1.00,=,20.00,17.00,80.00,0.29,1.90,1.80,"The Midwest Center for Reproductive Health, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,CENTER FOR REPRODUCTIVE MEDICINE,ADVANCED REPRODUCTIVE TECHNOLOGIES,MINNEAPOLIS,MINNESOTA,100%,0%,0%,0%,58%,0%,1%,3%,6%,7%,10%,19%,7%,2%,21%,3%,13%,5%,0.14,"Bruce F. Campbell, MD",330.00,147.00,126.00,44.00,7.00,53.30,45.50,25.10,14.50,0.18,64.20,55.10,38.10,20.50,0.29,56.70,46.30,30.20,11.40,0.29,(51.1Ð62.1),(38.0Ð54.7),(22.3Ð39.0),(3.8Ð24.6),,60.50,51.10,33.90,13.90,0.33,63.40,55.70,35.20,15.20,0.33,41.00,40.20,30.60,9.10,0.33,6.40,9.50,11.10,18.20,0.14,1.80,1.80,2.00,2.50,2.80,35.40,30.90,18.80,0.33,0.50,0.90,0.00,2.10,0.00,0.00,35.30,27.90,13.20,0.40,0.00,51.00,31.00,14.00,4.00,1.00,41.20,32.30,0.43,0.75,0.00,1.80,1.60,1.70,1.50,2.00,82.00,27.00,69.50,51.90,1.70,1.80,"Center for Reproductive Medicine, Advanced Reproductive Technologies",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,REPRODUCTIVE MEDICINE CENTER,,MINNEAPOLIS,MINNESOTA,100%,0%,0%,0%,81%,0%,0%,0%,4%,7%,6%,3%,6%,<1%,29%,4%,8%,8%,0.29,"William R. Phipps, MD",171.00,62.00,59.00,19.00,4.00,41.30,26.50,20.50,15.20,0.00,55.60,35.50,37.30,0.21,0.00,49.10,25.80,27.10,0.16,0.00,(41.4Ð56.9),(15.5Ð38.5),(16.4Ð40.3),,,51.50,28.10,30.20,0.23,0.00,53.80,30.20,31.40,0.25,0.00,38.50,24.50,25.50,0.17,0.00,4.70,8.10,10.20,0.32,0.25,1.90,1.90,2.50,2.80,2.00,32.60,27.30,18.20,0.00,=,0.00,0.00,4.50,0.25,=,28.60,0.19,0.19,0.33,=,17.00,5.00,3.00,1.00,0.00,0.47,0.40,0.00,0.00,=,2.00,1.60,2.00,3.00,=,7.00,2.00,0.86,0.50,2.00,2.50,Reproductive Medicine Center,Yes,No,Yes,Yes,Yes,Yes,Yes,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES,,ROCHESTER,MINNESOTA,100%,0%,0%,0%,64%,0%,0%,5%,2%,3%,6%,8%,2%,<1%,23%,3%,13%,10%,0.31,"Charles C. Coddington, MD",92.00,32.00,24.00,12.00,0.00,28.10,13.80,10.80,13.20,=,38.00,21.90,16.70,0.42,=,35.90,18.80,16.70,0.33,=,(26.1Ð46.5),(7.2Ð36.4),(4.7Ð37.4),,,39.30,24.00,20.00,0.36,=,40.70,25.00,20.00,0.36,=,28.40,20.80,10.00,0.36,=,8.70,21.90,16.70,0.08,=,2.00,2.40,3.30,3.50,=,31.40,0.14,0.25,0.00,=,0.00,0.00,0.25,0.00,=,30.30,0.17,0.50,0.00,=,66.00,17.00,9.00,2.00,1.00,37.90,0.18,0.11,0.00,0.00,2.20,2.60,2.40,2.50,1.00,2.00,32.00,0.50,21.90,2.00,2.00,Mayo Clinic Assisted Reproductive Technologies,Yes,No,Yes,Yes,Yes,Yes,Yes,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,,WOODBURY,MINNESOTA,100%,0%,0%,0%,94%,0%,2%,3%,13%,3%,3%,1%,3%,<1%,25%,10%,3%,11%,0.41,"Jacques P. Stassart, MD",194.00,55.00,64.00,14.00,3.00,38.70,31.30,17.90,7.10,0.00,51.00,40.00,34.40,0.29,0.00,44.30,34.50,28.10,0.14,0.00,(37.2Ð51.6),(22.2Ð48.6),(17.6Ð40.8),,,45.00,36.50,31.60,0.14,0.00,46.70,41.30,31.60,0.15,0.00,31.00,28.30,22.80,0.15,0.00,1.50,5.50,10.90,0.00,0.00,1.80,2.10,2.70,3.20,2.70,32.30,36.40,22.70,0.00,=,2.00,4.50,4.50,0.00,=,33.70,0.32,0.28,0.00,=,78.00,33.00,17.00,2.00,0.00,28.20,36.40,0.29,0.00,=,1.60,1.80,1.60,1.50,=,55.00,25.00,34.50,36.00,1.80,1.50,Reproductive Medicine & Infertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,MISSISSIPPI FERTILITY INSTITUTE,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,74%,0%,0%,2%,0%,15%,0%,12%,8%,3%,25%,2%,10%,14%,0.12,"John D. Isaacs, MD",74.00,19.00,12.00,7.00,1.00,25.40,14.30,17.90,0.00,0.00,32.40,0.11,0.42,0.00,0.00,28.40,0.05,0.25,0.00,0.00,(18.5Ð40.1),,,,,32.30,0.06,0.25,0.00,0.00,35.60,0.07,0.25,0.00,0.00,27.10,0.00,0.25,0.00,0.00,12.20,0.16,0.00,0.14,0.00,2.10,1.90,2.30,2.40,2.00,25.00,1.00,0.00,=,=,4.20,0.00,0.00,=,=,23.80,1.00,0.00,=,=,17.00,7.00,6.00,1.00,0.00,0.35,0.14,0.17,0.00,=,1.60,1.70,1.80,3.00,=,5.00,13.00,1.00,0.31,2.00,2.20,Mississippi Fertility Institute,Yes,Yes,No,No,Yes,No,Yes,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,93%,0%,0%,0%,0%,24%,3%,3%,11%,3%,3%,11%,8%,27%,0.08,"Randall S. Hines, MD",11.00,9.00,4.00,1.00,2.00,18.20,18.20,0.10,0.25,0.00,0.27,0.44,0.25,1.00,0.00,0.27,0.44,0.25,0.00,0.00,,,,,,0.30,0.44,0.33,0.00,0.00,0.33,0.50,0.33,0.00,0.00,0.22,0.50,0.33,0.00,0.00,0.09,0.00,0.25,0.00,0.00,2.40,2.80,3.30,4.00,2.00,0.33,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.33,0.00,0.00,=,=,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,=,=,1.00,3.00,1.00,=,=,3.00,2.00,0.33,0.00,2.30,3.50,This clinic has closed or reorganized since 2010.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,INFERTILITY CENTER OF ST. LOUIS,"SHERMAN J. SILBER, MD",CHESTERFIELD,MISSOURI,>99%,0%,<1%,0%,96%,0%,4%,2%,3%,5%,14%,24%,<1%,2%,25%,5%,9%,7%,0.10,"Sherman J. Silber, MD",79.00,32.00,16.00,6.00,4.00,30.80,20.00,27.90,0.10,0.00,44.30,31.30,0.44,0.17,0.00,39.20,28.10,0.38,0.17,0.00,(28.4Ð50.9),(13.7Ð46.7),,,,40.30,29.00,0.40,0.17,0.00,42.50,31.00,0.43,0.25,0.00,24.70,24.10,0.21,0.25,0.00,2.50,3.10,0.06,0.00,0.00,2.20,2.20,3.10,2.50,2.00,40.00,0.10,0.14,0.00,=,2.90,0.10,0.29,0.00,=,41.90,0.22,0.50,0.00,=,106.00,35.00,29.00,11.00,10.00,33.00,22.90,20.70,0.09,0.30,2.10,2.20,2.20,2.10,3.10,18.00,27.00,0.33,37.00,2.20,2.00,"Infertility Center of St. Louis, Sherman J. Silber, MD",Yes,No,Yes,Yes,Yes,No,Yes,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC.",,COLUMBIA,MISSOURI,100%,0%,0%,0%,63%,0%,0%,1%,8%,6%,5%,6%,0%,0%,15%,2%,0%,12%,0.56,"Steven A. Brody, MD",49.00,4.00,14.00,3.00,0.00,48.90,0.43,20.70,0.00,=,57.10,0.50,0.36,0.00,=,55.10,0.50,0.21,0.00,=,(40.2Ð69.3),,,,,60.00,0.50,0.23,0.00,=,61.40,0.50,0.23,0.00,=,34.10,0.25,0.15,0.00,=,8.20,0.00,0.07,0.33,=,2.00,1.80,2.20,2.50,=,46.40,0.50,0.20,=,=,3.60,0.00,0.00,=,=,44.40,0.50,0.33,=,=,14.00,9.00,1.00,1.00,0.00,0.21,0.33,0.00,0.00,=,2.10,2.00,2.00,2.00,=,7.00,4.00,0.43,0.00,1.70,2.30,"Mid-Missouri Reproductive Medicine and Surgery, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,UNIVERSITY OF MISSOURI HOSPITAL AND CLINIC,IVF EMBRYOLOGY LABORATORY,COLUMBIA,MISSOURI,100%,0%,0%,0%,35%,0%,0%,0%,0%,16%,0%,0%,12%,0%,16%,0%,8%,20%,0.28,"Mira Aubuchon, MD",15.00,3.00,2.00,0.00,0.00,0.14,0.00,0.50,=,=,0.07,0.00,0.50,=,=,0.07,0.00,0.50,=,=,,,,,,0.07,0.00,0.50,=,=,0.11,0.00,1.00,=,=,0.00,0.00,1.00,=,=,0.07,0.33,0.00,=,=,1.60,1.00,2.00,=,=,1.00,=,0.00,=,=,0.00,=,0.00,=,=,1.00,=,0.00,=,=,2.00,0.00,0.00,0.00,0.00,0.00,=,=,=,=,1.50,=,=,=,=,1.00,0.00,0.00,=,2.00,,"Missouri Center for Reproductive Medicine and Fertility, IVF Embryology Laboratory",No,Yes,Yes,No,Yes,Yes,Yes,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,MIDWEST WOMEN'S HEALTHCARE SPECIALISTS,,KANSAS CITY,MISSOURI,100%,0%,0%,0%,75%,0%,0%,0%,0%,5%,4%,4%,13%,0%,5%,2%,1%,33%,0.32,"Gregory C. Starks, MD",39.00,27.00,14.00,1.00,0.00,42.20,41.20,0.22,0.00,=,53.80,37.00,0.36,0.00,=,48.70,33.30,0.29,0.00,=,(32.4Ð65.2),(16.5Ð54.0),,,,59.40,0.50,0.36,0.00,=,59.40,0.53,0.40,0.00,=,37.50,0.24,0.40,0.00,=,17.90,33.30,0.21,0.00,=,2.00,2.00,1.80,1.00,=,33.30,0.50,0.00,=,=,0.00,0.00,0.00,=,=,0.37,0.56,0.00,=,=,6.00,3.00,1.00,1.00,0.00,0.67,0.00,1.00,0.00,=,1.80,1.70,2.00,2.00,=,0.00,0.00,=,=,=,,This clinic has closed or reorganized since 2010.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,FERTILITY PARTNERSHIP,,SAINT PETERS,MISSOURI,100%,0%,0%,0%,91%,0%,0%,0%,0%,6%,28%,28%,3%,0%,13%,4%,4%,6%,0.09,"David E. Simckes, MD",28.00,14.00,8.00,4.00,0.00,43.20,0.18,0.25,0.17,=,46.40,0.21,0.50,0.25,=,35.70,0.21,0.38,0.25,=,(18.6Ð55.9),,,,,37.00,0.23,0.43,0.33,=,45.50,0.30,0.43,0.33,=,18.20,0.30,0.43,0.33,=,3.60,0.07,0.13,0.25,=,2.00,1.70,2.30,2.00,=,0.46,0.00,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.60,0.00,0.00,0.00,=,6.00,2.00,1.00,0.00,0.00,0.50,0.00,0.00,=,=,2.00,2.00,3.00,=,=,4.00,4.00,0.50,0.25,2.00,1.80,Fertility Partnership,Yes,No,Yes,Yes,Yes,No,No,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,FERTILITY CENTER AT MISSOURI BAPTIST MEDICAL CENTER,,ST. LOUIS,MISSOURI,100%,0%,0%,0%,80%,0%,0%,1%,0%,0%,6%,10%,0%,0%,7%,2%,2%,20%,0.54,"Anthony C. Pearlstone, MD",45.00,20.00,11.00,3.00,0.00,51.30,41.90,0.29,0.14,=,53.30,35.00,0.27,0.33,=,48.90,30.00,0.27,0.33,=,(33.7Ð64.2),(11.9Ð54.3),,,,55.00,0.38,0.43,0.33,=,55.00,0.40,0.50,0.33,=,27.50,0.13,0.33,0.33,=,11.10,20.00,0.36,0.00,=,1.90,2.10,2.30,2.30,=,54.20,0.29,0.33,0.00,=,4.20,0.29,0.00,0.00,=,50.00,0.67,0.33,0.00,=,11.00,2.00,1.00,0.00,1.00,0.27,0.00,0.00,=,0.00,2.00,1.00,2.00,=,2.00,6.00,1.00,0.67,0.00,2.20,2.00,Fertility Center at Missouri Baptist Medical Center,Yes,No,Yes,No,Yes,Yes,Yes,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER,AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE AND BARNES-JEWISH HOSPITAL,ST. LOUIS,MISSOURI,100%,0%,0%,0%,61%,0%,0%,4%,2%,10%,9%,21%,9%,<1%,17%,4%,13%,8%,0.08,"Randall R. Odem, MD",198.00,100.00,48.00,23.00,4.00,38.80,25.80,17.30,6.90,0.07,49.00,43.00,29.20,17.40,0.25,43.90,35.00,27.10,13.00,0.25,(36.9Ð51.2),(25.7Ð45.2),(15.3Ð41.8),(2.8Ð33.6),,49.70,39.80,33.30,15.00,0.25,51.80,41.70,34.20,0.17,0.25,33.30,28.60,26.30,0.17,0.25,11.60,12.00,18.80,13.00,0.00,2.00,2.50,2.90,3.20,3.80,39.20,23.30,0.36,0.00,0.00,1.00,7.00,0.00,0.00,0.00,35.60,31.40,0.23,0.00,0.00,27.00,14.00,11.00,1.00,0.00,33.30,0.57,0.27,0.00,=,1.90,2.10,2.50,3.00,=,25.00,7.00,60.00,0.43,2.00,1.70,The Infertility and Reproductive Medicine Center at Washington University School of Medicine and Barnes-Jewish Hospital,Yes,No,Yes,Yes,Yes,Yes,Yes,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",,OMAHA,NEBRASKA,100%,0%,0%,0%,50%,0%,<1%,0%,4%,4%,4%,18%,5%,<1%,25%,2%,4%,12%,0.25,"Victoria M. Maclin, MD",74.00,33.00,23.00,14.00,2.00,44.60,22.90,27.60,0.08,0.50,48.60,24.20,30.40,0.14,0.50,45.90,15.20,21.70,0.00,0.50,(34.3Ð57.9),(5.1Ð31.9),(7.5Ð43.7),,,47.20,17.90,22.70,0.00,0.50,54.80,0.28,0.36,0.00,1.00,38.70,0.22,0.36,0.00,1.00,2.70,15.20,4.30,0.21,0.00,1.80,1.90,2.10,1.40,2.00,36.10,0.13,0.14,0.00,0.00,2.80,0.00,0.00,0.00,0.00,29.40,0.20,0.00,=,0.00,19.00,3.00,3.00,3.00,0.00,0.11,0.00,0.67,0.00,=,1.70,2.00,2.00,1.30,=,18.00,14.00,0.39,0.07,1.90,2.00,"Heartland Center for Reproductive Medicine, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,NEBRASKA METHODIST HOSPITAL REI,,OMAHA,NEBRASKA,>99%,<1%,<1%,0%,87%,<1%,0%,0%,4%,11%,7%,3%,8%,<1%,20%,10%,8%,14%,0.20,"Carolyn M. Doherty, MD",148.00,56.00,25.00,7.00,2.00,33.30,25.50,9.30,3.60,=,47.30,39.30,24.00,0.14,0.00,43.90,32.10,16.00,0.14,0.00,(35.8Ð52.3),(20.3Ð46.0),(4.5Ð36.1),,,46.10,41.90,0.22,0.17,=,47.10,41.90,0.22,0.17,=,32.60,32.60,0.22,0.17,=,4.70,23.20,28.00,0.14,1.00,2.20,2.40,3.00,4.70,=,30.00,13.60,0.17,0.00,=,5.70,9.10,0.00,0.00,=,30.80,0.22,0.00,0.00,=,54.00,13.00,8.00,2.00,0.00,24.10,0.23,0.25,0.00,=,1.90,1.70,1.90,2.00,=,23.00,6.00,30.40,0.33,2.10,1.30,Nebraska Methodist Hospital REI,Yes,No,Yes,Yes,Yes,Yes,Yes,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NEVADA,100%,0%,0%,0%,93%,0%,<1%,<1%,11%,7%,2%,22%,<1%,0%,23%,7%,4%,8%,0.26,"Bruce S. Shapiro, MD, PhD",132.00,50.00,65.00,23.00,10.00,50.00,18.60,37.30,20.80,0.00,43.90,22.00,32.30,21.70,0.00,37.90,18.00,21.50,13.00,0.00,(29.6Ð46.7),(8.6Ð31.4),(12.3Ð33.5),(2.8Ð33.6),,39.70,18.80,24.10,15.00,0.00,54.90,25.70,35.90,0.21,0.00,30.80,20.00,28.20,0.21,0.00,4.50,4.00,10.80,13.00,0.10,1.70,1.70,1.70,1.70,1.30,32.80,0.18,23.80,0.00,=,5.20,0.00,0.00,0.00,=,44.00,0.22,0.21,0.00,=,147.00,53.00,39.00,13.00,7.00,70.10,47.20,53.80,0.38,0.29,1.70,1.70,1.70,1.70,1.60,27.00,24.00,81.50,75.00,1.80,1.80,Fertility Center of Las Vegas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,NEVADA FERTILITY C.A.R.E.S.,,LAS VEGAS,NEVADA,100%,0%,0%,0%,40%,3%,1%,10%,0%,16%,17%,22%,1%,1%,12%,<1%,16%,3%,0.12,"Rachel A. McConnell, MD",71.00,33.00,35.00,10.00,9.00,38.30,21.60,14.50,0.00,0.08,45.10,27.30,22.90,0.00,0.11,42.30,27.30,17.10,0.00,0.11,(30.6Ð54.6),(13.3Ð45.5),(6.6Ð33.6),,,44.80,30.00,19.40,0.00,0.13,51.70,37.50,23.10,0.00,0.17,36.20,33.30,23.10,0.00,0.17,5.60,9.10,11.40,0.20,0.11,2.10,2.10,2.10,1.50,2.20,37.50,0.00,0.00,=,0.00,3.10,0.11,0.00,=,0.00,30.00,0.11,0.00,=,0.00,9.00,3.00,0.00,0.00,0.00,0.44,0.33,=,=,=,2.00,1.70,=,=,=,6.00,2.00,0.17,0.50,2.30,2.00,Nevada Fertility C.A.R.E.S.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,RED ROCK FERTILITY CENTER,,LAS VEGAS,NEVADA,100%,0%,0%,0%,86%,0%,2%,5%,2%,12%,8%,20%,4%,<1%,21%,6%,24%,4%,0.01,"Eva D. Littman, MD",42.00,25.00,42.00,4.00,3.00,27.20,16.00,12.00,0.09,0.11,47.60,40.00,26.20,0.25,0.33,47.60,36.00,23.80,0.00,0.33,(32.0Ð63.6),(18.0Ð57.5),(12.1Ð39.5),,,47.60,36.00,23.80,0.00,0.33,47.60,36.00,25.60,0.00,0.33,28.60,24.00,23.10,0.00,0.33,0.00,0.00,0.00,0.00,0.00,2.50,3.00,2.80,3.70,3.00,40.00,0.30,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.33,0.10,=,0.00,17.00,9.00,9.00,1.00,1.00,0.41,0.22,0.22,0.00,0.00,2.20,2.00,2.00,2.00,3.00,11.00,8.00,0.36,0.63,2.10,2.10,Red Rock Fertility Center,Yes,Yes,Yes,Yes,Yes,No,Yes,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
